Area,Body type:,Brand:,Condition:,Engine capacity:,Fuel type:,Kilometers run:,Listing Title,Model:,Posted On,Price,Registration year:,Sold By,Subarea,Transmission:,Trim / Edition:,URL,Views,Year of Manufacture:
"Rangpur
290
views",,Toyota,Used,"1,500 cc","Petrol, LPG","200,000 km",Toyota Corolla G 2002,Corolla,21/07/2025 18:47,"Tk 1,150,000",2007,Individual,Shapla Chottor,Automatic,G,https://bikroy.com/en/ad/toyota-corolla-g-collora-2002-for-sale-rangpur,290,2002
"Dhaka
2282
views",Hatchback,Toyota,Used,"1,500 cc",Octane,"73,200 km",Toyota Fielder Octane all original 2012,Fielder,22/07/2025 11:48,"Tk 1,640,000",2017,Company,Mohammadpur,Automatic,Octane all original,https://bikroy.com/en/ad/toyota-fielder-octane-all-original-2012-for-sale-dhaka,2282,2012
"Dhaka
938
views",SUV / 4x4,Nissan,Used,"2,000 cc","Octane, LPG","70,500 km",Nissan Dualis . 2007,Dualis,22/07/2025 5:52,"Tk 1,350,000",2015,Individual,Banani,Automatic,.,https://bikroy.com/en/ad/nissan-dualis-l-2007-for-sale-dhaka,938,2007
"Dhaka
606
views",Coupé/Sports,Mazda,Used,"1,500 cc",Octane,"95,000 km",Mazda Axela . 2014,Axela,22/07/2025 2:52,"Tk 1,600,000",2018,Individual,Basundhara,Automatic,.,https://bikroy.com/en/ad/mazda-axela-2014-18-2014-for-sale-dhaka,606,2014
"Dhaka
3168
views",Saloon,Toyota,Used,"1,500 cc","CNG, Octane","95,000 km",Toyota Premio F' G Superior 2007,Premio,22/07/2025 0:15,"Tk 1,885,000",2010,Company,Mohammadpur,Automatic,F' G Superior,https://bikroy.com/en/ad/toyota-premio-f-g-superior-2007-for-sale-dhaka-5,3168,2007
"Dhaka
7396
views",Saloon,Toyota,Used,"1,500 cc","CNG, Octane","92,000 km",Toyota Allion Push Start 2009,Allion,22/07/2025 0:15,"Tk 1,885,000",2014,Company,Mohammadpur,Automatic,Push Start,https://bikroy.com/en/ad/toyota-allion-push-start-2009-for-sale-dhaka-58,7396,2009
"Dhaka
7453
views",Saloon,Toyota,Used,"1,500 cc","CNG, Octane","92,000 km",Toyota Premio F' 2004,Premio,22/07/2025 0:13,"Tk 1,450,000",2010,Company,Mohammadpur,Automatic,F',https://bikroy.com/en/ad/toyota-premio-f-2004-for-sale-dhaka-2505,7453,2004
"Dhaka
567
views",Saloon,Toyota,Used,"1,800 cc",Octane,"44,000 km",Toyota Premio . 2017,Premio,23/07/2025 0:43,"Tk 3,300,000",2017,Individual,Mirpur,Automatic,.,https://bikroy.com/en/ad/2017-for-sale-dhaka-238,567,2017
"Dhaka
2591
views",Saloon,Toyota,Reconditioned,"1,500 cc",Octane,"48,000 km",Toyota Axio EX 2020 NON HYBRID,Axio,21/07/2025 19:19,"Tk 2,599,000",,Company,Uttara,Automatic,EX 2020 NON HYBRID,https://bikroy.com/en/ad/toyota-axio-ex-2020-non-hybrid-for-sale-dhaka-2,2591,2020
"Dhaka
640
views",Saloon,Toyota,Used,"1,500 cc","Petrol, CNG, Octane","79,000 km",Toyota Axio G 2010,Axio,21/07/2025 17:20,"Tk 1,580,000",2016,Individual,Mohammadpur,Automatic,G,https://bikroy.com/en/ad/toyota-axio-g-2010-for-sale-dhaka-784,640,2010
"Dhaka
423
views",Saloon,Toyota,Used,"1,500 cc","CNG, Octane","190,000 km",Toyota Allion 2005,Allion,21/07/2025 0:59,"Tk 1,470,000",2007,Individual,Rampura,Automatic,,https://bikroy.com/en/ad/toyota-allion-2005-for-sale-dhaka-3367,423,2005
"Dhaka
640
views",Saloon,Mazda,Used,"1,500 cc",Octane,"41,000 km",Mazda Axela 15 SL Packages 2017,Axela,21/07/2025 16:32,"Tk 2,450,000",2021,Company,Banani,Automatic,15 SL Packages,https://bikroy.com/en/ad/mazda-axela-15-sl-packages-2017-for-sale-dhaka,640,2017
"Dhaka
2253
views",Saloon,Toyota,Used,"1,500 cc","CNG, Octane","91,000 km",Toyota Premio F 2006,Premio,21/07/2025 16:09,"Tk 1,595,000",2010,Company,Mohammadpur,Automatic,F,https://bikroy.com/en/ad/toyota-premio-f-2006-for-sale-dhaka-1452,2253,2006
"Dhaka
803
views",MPV,Toyota,Used,"2,000 cc","CNG, Octane","130,000 km",Toyota Noah X SMART| PUSH |POWER 2011,Noah,21/07/2025 15:29,"Tk 2,190,000",2016,Company,Uttara,Automatic,X SMART| PUSH |POWER,https://bikroy.com/en/ad/toyota-noah-x-smart-push-power-2011-for-sale-dhaka,803,2011
"Dhaka
2265
views",Estate,Toyota,Used,"1,500 cc","CNG, Octane","85,000 km",Toyota Axio filter 2011,Axio,21/07/2025 15:05,"Tk 1,470,000",2017,Company,Uttara,Automatic,filter,https://bikroy.com/en/ad/toyota-axio-filter-2011-for-sale-dhaka-2,2265,2011
"Dhaka
321
views",SUV / 4x4,Mitsubishi,Used,"2,000 cc","Hybrid, Octane","140,000 km",Mitsubishi Outlandar 2014,Outlandar,21/07/2025 15:04,"Tk 2,400,000",2019,Individual,Banglamotor,Automatic,,https://bikroy.com/en/ad/mitsubishi-outlandar-2014-for-sale-dhaka-3,321,2014
"Dhaka
2474
views",Saloon,Toyota,Reconditioned,"1,500 cc",Octane,"16,791 km",Toyota Allion G LED 2020 DHK READY,Allion,21/07/2025 14:49,"Tk 3,975,000",,Company,Uttara,Automatic,G LED 2020 DHK READY,https://bikroy.com/en/ad/toyota-allion-g-led-2020-dhk-ready-for-sale-dhaka-1,2474,2020
"Dhaka
822
views",Hatchback,Toyota,Used,"1,500 cc","Petrol, Hybrid, Octane","117,500 km",Toyota Aqua Hy-brid 2015,Aqua,28/06/2025 10:56,"Tk 1,450,000",2021,Individual,Mohammadpur,Automatic,Hy-brid,https://bikroy.com/en/ad/toyota-aqua-hy-brid-2015-for-sale-dhaka,822,2015
"Dhaka
1119
views",MPV,Toyota,Reconditioned,"1,800 cc","Petrol, Hybrid, Octane","39,000 km",Toyota Voxy ZS kiramiki Micablue 2021,Voxy,23/07/2025 11:42,"Tk 3,400,000",,Company,Baridhara,Automatic,ZS kiramiki Micablue,https://bikroy.com/en/ad/toyota-voxy-zs-kiramiki-micablue-2021-for-sale-dhaka,1119,2021
"Dhaka
388
views",Saloon,Toyota,Used,"1,500 cc","CNG, Octane","73,000 km",Toyota Axio push All original 2014,Axio,21/07/2025 14:13,"Tk 1,760,000",2018,Company,Mohammadpur,Automatic,push All original,https://bikroy.com/en/ad/toyota-axio-push-all-original-2014-for-sale-dhaka-2,388,2014
"Dhaka Division
806
views",Saloon,Toyota,Used,"1,500 cc","CNG, Octane","114,000 km",Toyota Axio . 2010,Axio,21/07/2025 0:49,"Tk 1,450,000",2015,Individual,Gazipur,Automatic,.,https://bikroy.com/en/ad/toyota-axio-2010-for-sale-dhaka-division-11,806,2010
"Dhaka
675
views",Estate,Toyota,Used,"1,500 cc","CNG, Octane","85,763 km",Toyota Succeed . 2003,Succeed,16/07/2025 13:42,"Tk 775,000",2009,Individual,Uttara,Automatic,.,https://bikroy.com/en/ad/toyota-succeed-succed-ulx-2003-for-sale-dhaka,675,2003
"Sylhet
431
views",SUV / 4x4,Nissan,Used,"2,000 cc","Petrol, Hybrid, Octane","55,000 km",Nissan X-Trail Hybrid 2018,X-Trail,20/07/2025 21:33,"Tk 3,250,000",,Individual,Zinda Bazar,Automatic,Hybrid,https://bikroy.com/en/ad/nissan-x-trail-hybrid-2018-for-sale-sylhet-1,431,2018
"Dhaka
965
views",Hatchback,Toyota,Used,"1,800 cc","Hybrid, Electric, Octane","98,324 km",Toyota Corolla Cross 2021,Corolla Cross,22/07/2025 2:50,"Tk 4,350,000",2022,Individual,Basundhara,Automatic,,https://bikroy.com/en/ad/toyota-corolla-cross-2021-for-sale-dhaka-91,965,2021
"Dhaka
438
views",SUV / 4x4,Haval,New,"1,500 cc",Hybrid,"4,100 km",Haval H6 2024Hybrid 2024,H6,19/07/2025 19:43,"Tk 5,700,000",2025,Individual,Mirpur,Automatic,HAVAL H6 2024Hybrid,https://bikroy.com/en/ad/haval-h6-2024hybrid-2024-for-sale-dhaka,438,2024
"Dhaka
330
views",Saloon,Toyota,Used,"1,500 cc",Octane,"50,000 km",Toyota Premio F-EX 2020,Premio,20/07/2025 18:39,"Tk 4,050,000",2021,Individual,Jamuna Future Park,Automatic,F-EX,https://bikroy.com/en/ad/toyota-premio-f-ex-2020-for-sale-dhaka-420,330,2020
"Dhaka
362
views",SUV / 4x4,Nissan,Used,"2,000 cc",Octane,"125,000 km",Nissan X-Trail 2014,X-Trail,20/07/2025 13:57,"Tk 2,300,000",2016,Individual,Banani,Automatic,,https://bikroy.com/en/ad/nissan-x-trail-2014-for-sale-dhaka-865,362,2014
"Dhaka
979
views",Hatchback,Suzuki,Used,"1,300 cc","Petrol, LPG","118,000 km",Suzuki Swift . 2007,Swift,20/07/2025 16:59,"Tk 500,000",2008,Individual,Motijheel,Automatic,.,https://bikroy.com/en/ad/suzuki-swift-2008-2007-for-sale-dhaka,979,2007
"Dhaka
825
views",Hatchback,Toyota,Used,"1,331 cc","Octane, LPG","131,570 km",Toyota Starlet Reflect 1998,Starlet,22/07/2025 1:43,"Tk 532,000",2003,Individual,Mirpur,Automatic,Reflect,https://bikroy.com/en/ad/toyota-starlet-reflect-1998-for-sale-dhaka-77,825,1998
"Rajshahi
595
views",Saloon,Toyota,Used,"1,500 cc",Octane,"103,789 km",Toyota Allion 2014,Allion,22/07/2025 10:02,"Tk 2,500,000",2018,Individual,Kazla,Automatic,,https://bikroy.com/en/ad/toyota-allion-2014-for-sale-rajshahi-1,595,2014
"Dhaka
638
views",Saloon,Toyota,Used,"1,500 cc","CNG, Octane","83,693 km",Toyota Corolla g 2001,Corolla,20/07/2025 17:38,"Tk 945,000",2006,Individual,Uttara,Automatic,g corolla,https://bikroy.com/en/ad/toyota-corolla-g-2001-for-sale-dhaka-594,638,2001
"Dhaka
599
views",Saloon,Toyota,Used,"1,500 cc","Octane, LPG","120,000 km",Toyota Axio X HID 2012,Axio,20/07/2025 16:56,"Tk 1,650,000",2018,Individual,Jamuna Future Park,Automatic,X HID,https://bikroy.com/en/ad/toyota-axio-x-hid-2012-for-sale-dhaka-87,599,2012
"Dhaka
1175
views",SUV / 4x4,Toyota,Used,"1,500 cc","Octane, LPG","90,000 km",Toyota Rush 2006,Rush,19/07/2025 22:33,"Tk 1,360,000",2009,Individual,Mirpur,Automatic,,https://bikroy.com/en/ad/toyota-rush-2006-for-sale-dhaka-2520,1175,2006
"Dhaka
2057
views",Saloon,Toyota,Used,"1,500 cc","CNG, Octane","69,500 km",Toyota Allion 2012,Allion,18/07/2025 20:29,"Tk 2,095,000",2016,Individual,Motalib Plaza,Automatic,,https://bikroy.com/en/ad/toyota-allion-2012-for-sale-dhaka-1260,2057,2012
"Dhaka
617
views",SUV / 4x4,Toyota,Used,"2,500 cc",Diesel,"295,000 km",Toyota Hilux 2008,Hilux,21/07/2025 11:07,"Tk 1,750,000",2010,Individual,Gulshan,Manual,,https://bikroy.com/en/ad/toyota-hilux-2008-for-sale-dhaka,617,2008
"Dhaka
1964
views",Saloon,Nissan,Used,"1,300 cc","Octane, LPG","10,000 km",Nissan Sunny 2001,Sunny,18/07/2025 4:35,"Tk 500,000",2001,Individual,Mirpur,Automatic,,https://bikroy.com/en/ad/nissan-sunny-2001-for-sale-dhaka-91,1964,2001
"Dhaka Division
945
views",Saloon,Toyota,Used,"1,496 cc","Petrol, CNG","100,000 km",Toyota Axio 2008,Axio,19/07/2025 11:33,"Tk 1,350,000",2013,Individual,Narsingdi,Automatic,,https://bikroy.com/en/ad/toyota-axio-2008-for-sale-dhaka-division-24,945,2008
"Sylhet
679
views",Hatchback,Toyota,Used,"1,331 cc","Petrol, CNG, Octane","100,000 km",Toyota Starlet Reflect 1996,Starlet,20/07/2025 23:46,"Tk 478,000",2001,Individual,Amber Khana,Automatic,Reflect,https://bikroy.com/en/ad/toyota-starlet-reflect-1996-for-sale-sylhet-8,679,1996
"Dhaka
1450
views",Saloon,Toyota,Used,"1,500 cc",CNG,"65,000 km",Toyota Carina TI 1997,Carina,14/07/2025 19:44,"Tk 680,000",2001,Individual,Dhanmondi,Automatic,TI,https://bikroy.com/en/ad/toyota-carina-ti-1997-for-sale-dhaka-977,1450,1997
"Dhaka
517
views",SUV / 4x4,Nissan,Used,"2,000 cc","Octane, LPG","67,565 km",Nissan X-Trail 2009,X-Trail,21/07/2025 9:44,"Tk 2,195,000",2014,Individual,Basundhara,Automatic,,https://bikroy.com/en/ad/nissan-x-trail-2009-for-sale-dhaka-60,517,2009
"Khulna Division
1144
views",Saloon,Nissan,Used,"1,496 cc",Petrol,"128,021 km",Nissan Bluebird Sylphy 2007,Bluebird,15/07/2025 15:50,"Tk 1,280,000",2008,Individual,Kushtia,Automatic,Sylphy,https://bikroy.com/en/ad/nissan-bluebird-sylphy-2007-for-sale-khulna-division,1144,2007
"Dhaka
1408
views",Saloon,Toyota,Used,"1,500 cc",Octane,"64,000 km",Toyota Allion . 2018,Allion,20/07/2025 21:16,"Tk 3,299,999",2022,Individual,Khilkhet,Automatic,.,https://bikroy.com/en/ad/toyota-allion-ttyottaa-eliyn-jaapaan-2018-for-sale-dhaka,1408,2018
"Dhaka
6113
views",Saloon,Toyota,Used,"1,500 cc","Petrol, CNG","72,400 km",Toyota Probox GL 2004,Probox,31/05/2025 8:56,"Tk 680,000",2008,Individual,Uttara,Automatic,GL,https://bikroy.com/en/ad/toyota-probox-gl-2004-for-sale-dhaka-2261,6113,2004
"Dhaka
861
views",Saloon,Toyota,Used,"1,500 cc","Octane, LPG","117,000 km",Toyota Allion . 2008,Allion,17/07/2025 17:25,"Tk 1,895,000",2014,Individual,Uttara,Automatic,.,https://bikroy.com/en/ad/toyota-allion-2008-for-sale-dhaka-2495,861,2008
"Dhaka
999
views",Saloon,Toyota,Used,"1,500 cc",Octane,"65,820 km",Toyota Axio . 2013,Axio,16/07/2025 12:28,"Tk 1,750,000",2019,Individual,Paltan,Automatic,.,https://bikroy.com/en/ad/toyota-axio-g-grade-2013-for-sale-dhaka,999,2013
"Dhaka
1541
views",Saloon,Toyota,Used,"1,500 cc","CNG, Octane","152,750 km",Toyota Corolla 110 1996,Corolla,12/07/2025 15:55,"Tk 500,000",2010,Individual,60 Feet Road,Automatic,110,https://bikroy.com/en/ad/toyota-corolla-110-1996-for-sale-dhaka-546,1541,1996
"Dhaka
928
views",,Toyota,Used,"1,800 cc",Octane,"112,100 km",Toyota Esquire Hybrid 2019,Esquire,13/07/2025 14:37,"Tk 3,200,000",2025,Individual,Jatrabari,Automatic,Hybrid,https://bikroy.com/en/ad/toyota-esquire-hybrid-2019-for-sale-dhaka-27,928,2019
"Dhaka
709
views",Estate,Nissan,Used,"2,400 cc",Diesel,"215,000 km",Nissan 350Z Z33 Pickup 2006,350Z Z33,11/07/2025 11:23,"Tk 650,000",2006,Individual,Mirpur,Manual,Pickup,https://bikroy.com/en/ad/nissan-350z-z33-pickup-2006-for-sale-dhaka,709,2006
"Khulna
972
views",SUV / 4x4,Hyundai,Used,"1,600 cc",Octane,"14,000 km",Hyundai Tucson Turbo Engine Octane 2023,Tucson,13/07/2025 13:06,"Tk 5,050,000",2024,Individual,Khulna Sadar,Automatic,Turbo Engine Octane,https://bikroy.com/en/ad/hyundai-tucson-turbo-engine-octane-2023-for-sale-khulna,972,2023
"Dhaka
1498
views",SUV / 4x4,Chery,Used,"1,600 cc",Octane,"15,000 km",Chery Tiggo 8tpro 2024,Tiggo,7/07/2025 0:17,"Tk 4,500,000",2024,Individual,Uttara,Automatic,8tpro,https://bikroy.com/en/ad/chery-tiggo-8tpro-2024-for-sale-dhaka,1498,2024
"Khulna
9383
views",SUV / 4x4,Toyota,Used,"2,500 cc","Hybrid, Octane","32,000 km",Toyota Harrier Z Leather Package 2020,Harrier,25/06/2025 11:25,"Tk 7,400,000",2024,Individual,Khulna Sadar,Automatic,Z Leather Package,https://bikroy.com/en/ad/toyota-harrier-z-leather-package-2020-for-sale-khulna-1,9383,2020
"Dhaka
1124
views",Saloon,Toyota,Used,"1,500 cc",Octane,"76,052 km",Toyota Axio hybrid 2014,Axio,23/07/2025 15:11,"Tk 1,600,000",2019,Individual,Gulshan,Automatic,hybrid,https://bikroy.com/en/ad/toyota-axio-2014-hybrid-for-sale-dhaka-2,1124,2014
"Dhaka
871
views",MPV,Toyota,Used,"2,000 cc",Octane,"137,000 km",Toyota Noah 2010,Noah,30/06/2025 10:36,"Tk 2,180,000",2015,Individual,Mohammadpur,Automatic,,https://bikroy.com/en/ad/toyota-noah-2025-for-sale-dhaka-2,871,2010
"Dhaka
1662
views",Saloon,Nissan,Used,"2,000 cc",Octane,"103,000 km",Nissan Teana 2014,Teana,16/07/2025 14:27,"Tk 2,800,000",2015,Individual,Tejgaon,Automatic,,https://bikroy.com/en/ad/nissan-teana-2014-for-sale-dhaka-4,1662,2014
"Dhaka
8
views",Saloon,Toyota,Reconditioned,"1,800 cc","Hybrid, Octane","75,648 km",Toyota Prius Japan Used Only 2018,Prius,23/07/2025 21:19,"Tk 2,950,000",2025,Company,Gulshan,Automatic,Japan Used Only,https://bikroy.com/en/ad/toyota-prius-japan-used-only-2018-for-sale-dhaka,8,2018
"Dhaka
105
views",SUV / 4x4,Toyota,Used,"2,400 cc","CNG, Octane","202,002 km",Toyota Kluger 2003,Kluger,23/07/2025 21:19,"Tk 2,100,000",2007,Company,Gulshan,Automatic,,https://bikroy.com/en/ad/toyota-kluger-2003-for-sale-dhaka-284,105,2003
"Chattogram
209
views",Estate,Nissan,Reconditioned,"3,500 cc",Octane,"47,000 km",Nissan Civilian 29 sit 2020,Other Model,23/07/2025 21:19,"Tk 6,700,000",,Company,Agrabad,Automatic,Civilian 29 sit,https://bikroy.com/en/ad/nissan-civilian-29-sit-2020-for-sale-chattogram,209,2020
"Dhaka
108
views",Hatchback,Toyota,Reconditioned,"1,500 cc","Petrol, Hybrid, Octane","67,284 km",Toyota Sienta Hybrid X 2020,Sienta,23/07/2025 21:16,"Tk 2,400,000",,Company,Rampura,Automatic,Hybrid X,https://bikroy.com/en/ad/toyota-sienta-hybrid-x-2020-for-sale-dhaka-22,108,2020
"Dhaka
149
views",Saloon,Toyota,Reconditioned,"1,500 cc","Petrol, Hybrid, Octane","54,786 km",Toyota Axio hybrid 2020,Axio,23/07/2025 21:16,"Tk 2,150,000",,Company,Rampura,Automatic,hybrid,https://bikroy.com/en/ad/toyota-axio-hybrid-2020-for-sale-dhaka-17,149,2020
"Dhaka
153
views",MPV,Toyota,Reconditioned,"1,800 cc","Petrol, Hybrid, Octane","45,786 km",Toyota Noah hybrid 2020,Noah,23/07/2025 21:16,"Tk 2,850,000",,Company,Rampura,Automatic,hybrid,https://bikroy.com/en/ad/toyota-noah-hybrid-2020-for-sale-dhaka-55,153,2020
"Dhaka
88
views",MPV,Toyota,Reconditioned,"1,800 cc","Petrol, Hybrid, Octane","61,245 km",Toyota Noah Hybrid X 2020,Noah,23/07/2025 21:16,"Tk 3,000,000",,Company,Rampura,Automatic,Hybrid X,https://bikroy.com/en/ad/toyota-noah-hybrid-x-2020-for-sale-dhaka-58,88,2020
"Dhaka
294
views",Saloon,Toyota,Reconditioned,"1,800 cc","Petrol, Hybrid, Octane","61,426 km",Toyota Corolla Hybrid GX 2020,Corolla,23/07/2025 21:16,"Tk 2,550,000",,Company,Rampura,Automatic,Hybrid GX,https://bikroy.com/en/ad/toyota-corolla-hybrid-gx-2020-for-sale-dhaka-12,294,2020
"Dhaka
93
views",MPV,Toyota,Used,"1,800 cc","Hybrid, Octane","29,294 km",Toyota Esquire With 7 Seater 2018,Esquire,23/07/2025 21:16,"Tk 3,350,000",2022,Company,Uttara,Automatic,With 7 Seater,https://bikroy.com/en/ad/toyota-esquire-with-7-seater-2018-for-sale-dhaka,93,2018
"Dhaka
528
views",Saloon,Toyota,New,"1,500 cc","Petrol, Hybrid, Octane","99,000 km",Toyota Axio Ex Hybr Silver 2021 2019,Axio,23/07/2025 10:51,"Tk 2,200,000",,Company,Baridhara,Automatic,Ex Hybr Silver 2021,https://bikroy.com/en/ad/toyota-axio-ex-hybr-silver-2021-2019-for-sale-dhaka,528,2019
"Dhaka
419
views",Saloon,Toyota,Used,"1,331 cc","CNG, Octane","100,000 km",Toyota Corolla 5 Seater 2003,Corolla,23/07/2025 21:16,"Tk 980,000",2008,Company,Uttara,Automatic,5 Seater,https://bikroy.com/en/ad/toyota-corolla-5-seater-2003-for-sale-dhaka-1,419,2003
"Dhaka
45
views",MPV,Toyota,Reconditioned,"2,000 cc",Octane,"49,000 km",Toyota Esquire GI Black 2020,Esquire,23/07/2025 21:16,"Tk 4,150,000",,Company,Mirpur,Automatic,GI Black,https://bikroy.com/en/ad/toyota-esquire-gi-black-2020-for-sale-dhaka-1,45,2020
"Dhaka
144
views",SUV / 4x4,Toyota,Used,"2,000 cc",Octane,"64,392 km",Toyota Harrier Progress Metal 2019,Harrier,23/07/2025 21:16,"Tk 6,500,000",2023,Company,Ramna,Automatic,Progress Metal,https://bikroy.com/en/ad/toyota-harrier-progress-metal-2019-for-sale-dhaka-148,144,2019
"Khulna
160
views",MPV,Toyota,Reconditioned,"1,800 cc","Petrol, Hybrid, Octane","98,000 km",Toyota Esquire Hybrid GI Bronze 2021,Esquire,23/07/2025 21:16,"Tk 3,680,000",,Company,Khulna Sadar,Automatic,Hybrid GI Bronze,https://bikroy.com/en/ad/toyota-esquire-hybrid-gi-bronze-2021-for-sale-khulna,160,2021
"Dhaka
1968
views",MPV,Toyota,Reconditioned,"1,500 cc","Petrol, Hybrid, Octane","65,000 km",Toyota Sienta Hybrid X 2020,Sienta,23/07/2025 21:16,"Tk 2,380,000",,Company,Baridhara,Automatic,Hybrid X,https://bikroy.com/en/ad/toyota-sienta-hybrid-x-2020-for-sale-dhaka-20,1968,2020
"Dhaka
1757
views",Hatchback,Toyota,Reconditioned,"1,500 cc","Petrol, Hybrid, Octane","67,000 km",Toyota Fielder Hybrid EX Push 2020,Fielder,23/07/2025 21:16,"Tk 2,200,000",,Company,Baridhara,Automatic,Hybrid EX Push,https://bikroy.com/en/ad/toyota-fielder-hybrid-ex-push-2020-for-sale-dhaka-6,1757,2020
"Dhaka
108
views",Estate,Toyota,Used,"1,500 cc",Octane,"62,104 km",Toyota Fielder WxB Non Hybrid 2014,Fielder,23/07/2025 21:16,"Tk 2,080,000",2019,Company,Ramna,Automatic,WxB Non Hybrid,https://bikroy.com/en/ad/toyota-fielder-wxb-non-hybrid-2014-for-sale-dhaka-2,108,2014
"Dhaka
666
views",SUV / 4x4,Toyota,New,"1,800 cc","Petrol, Hybrid, Octane","48,600 km",Toyota Corolla Cross G Hardtop Bronze 2022,Corolla Cross,23/07/2025 21:16,"Tk 4,340,000",,Company,Baridhara,Automatic,G Hardtop Bronze,https://bikroy.com/en/ad/toyota-corolla-cross-g-hardtop-bronze-2022-for-sale-dhaka,666,2022
"Chattogram
94
views",MPV,Toyota,Reconditioned,"2,000 cc",Octane,"200,000 km",Toyota Hiace GL LED 2020,Hiace,23/07/2025 21:16,"Tk 3,530,000",,Company,Agrabad,Automatic,GL LED,https://bikroy.com/en/ad/toyota-hiace-gl-led-2020-for-sale-chattogram,94,2020
Dhaka,Saloon,Toyota,Used,"1,500 cc","CNG, Octane","82,000 km",Toyota Allion 2010,Allion,23/07/2025 21:14,"Tk 2,150,000",2016,Individual,Uttara,Automatic,2010,https://bikroy.com/en/ad/toyota-allion-2010-for-sale-dhaka-2406,,2010
Dhaka,Estate,Toyota,Used,"1,500 cc","CNG, Octane","85,000 km",Toyota Fielder 2009,Fielder,23/07/2025 21:14,"Tk 1,450,000",2015,Company,Mohammadpur,Automatic,,https://bikroy.com/en/ad/toyota-fielder-2009-for-sale-dhaka-137,,2009
Dhaka,Saloon,Toyota,Used,"1,500 cc","CNG, Octane","88,000 km",Toyota Premio F Primeo 2007,Premio,23/07/2025 21:14,"Tk 1,550,000",2009,Company,Mirpur,Automatic,Toyota F Primeo 2007,https://bikroy.com/en/ad/toyota-premio-f-primeo-2007-for-sale-dhaka,,2007
Dhaka,SUV / 4x4,Toyota,Used,"4,500 cc",Diesel,"42,556 km",Toyota Land Cruiser VX-V8 (Diesel Turbo) 2019,Land Cruiser,23/07/2025 21:13,"Tk 26,000,000",2019,Company,Banani,Automatic,VX-V8 (Diesel Turbo),https://bikroy.com/en/ad/toyota-land-cruiser-vx-v8-diesel-turbo-2019-for-sale-dhaka,,2019
"Dhaka
8
views",Saloon,Toyota,Used,"1,500 cc",Octane,"78,000 km",Toyota Allion A15 G 2017,Allion,23/07/2025 21:11,"Tk 3,210,000",2021,Company,Mohammadpur,Automatic,A15 G,https://bikroy.com/en/ad/toyota-allion-a15-g-2017-for-sale-dhaka,8,2017
"Chattogram
69
views",MPV,Toyota,Reconditioned,200 cc,Octane,"37,000 km",Toyota Hiace SUPER GL PUSH LED 2021,Hiace,23/07/2025 21:11,"Tk 4,400,000",,Company,Agrabad,Automatic,SUPER GL PUSH LED,https://bikroy.com/en/ad/toyota-hiace-super-gl-push-led-2021-for-sale-chattogram-1,69,2021
"Dhaka
115
views",Hatchback,Toyota,Used,"1,500 cc","Hybrid, Octane","65,206 km",Toyota Aqua S Push Start 2013,Aqua,23/07/2025 21:11,"Tk 1,280,000",2018,Company,Ramna,Automatic,S Push Start,https://bikroy.com/en/ad/toyota-aqua-s-push-start-2013-for-sale-dhaka-3,115,2013
"Chattogram
85
views",SUV / 4x4,Toyota,Reconditioned,"1,500 cc",Hybrid,"41,000 km",Toyota Yaris Cross Z PAKAGE 4 POINT 2020,Yaris Cross,23/07/2025 21:11,"Tk 3,599,996",,Company,Agrabad,Automatic,Z PAKAGE 4 POINT,https://bikroy.com/en/ad/toyota-yaris-cross-z-pakage-4-point-2020-for-sale-chattogram,85,2020
"Chattogram
78
views",MPV,Toyota,Reconditioned,"2,000 cc",Octane,"115,000 km",Toyota Hiace AMBULANCE DUAL AC 2021,Hiace,23/07/2025 21:11,"Tk 2,949,998",,Company,Agrabad,Automatic,AMBULANCE DUAL AC,https://bikroy.com/en/ad/toyota-hiace-ambulance-dual-ac-2021-for-sale-chattogram-1,78,2021
"Dhaka
1983
views",Saloon,Toyota,Reconditioned,"1,500 cc","Petrol, Hybrid, Octane","64,000 km",Toyota Axio Hybrid EX Push.. 2020,Axio,23/07/2025 21:09,"Tk 2,600,000",,Company,Baridhara,Automatic,Hybrid EX Push..,https://bikroy.com/en/ad/toyota-axio-hybrid-ex-push-2020-for-sale-dhaka-19,1983,2020
"Dhaka
194
views",SUV / 4x4,Toyota,Reconditioned,"1,800 cc",Hybrid,"50,478 km",Toyota Corolla Cross G Package Two Ton 2022,Corolla Cross,23/07/2025 21:09,"Tk 4,650,000",,Company,Paltan,Automatic,G Package Two Ton,https://bikroy.com/en/ad/toyota-corolla-cross-g-package-two-ton-2022-for-sale-dhaka,194,2022
"Chattogram
246
views",Saloon,Toyota,Reconditioned,"1,800 cc","Hybrid, Octane","45,000 km",Toyota Corolla WXB 2020,Corolla,23/07/2025 21:09,"Tk 3,349,999",,Company,Halishahar,Automatic,WXB,https://bikroy.com/en/ad/toyota-corolla-wxb-2020-for-sale-chattogram-14,246,2020
